No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,FICO_Imputed
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2740,3,2.0,0,675.2,0.0051203811989151,28514,1,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,1,0,0,1,2536,0,2.0,0,619.0,0.1561377138472209,19719,0,0,0.0,0,,536.0,536
1,18,0,0,0,0,0,1,0,0,0,0,0,0,2394,3,1.0,0,535.2,0.33863872104775,53862,0,0,0.0,0,,,999
0,19,0,0,0,0,0,0,1,0,0,0,1,0,1882,1,0.0,0,261.6,0.2636603869337394,24411,1,0,0.0,0,,606.0,606
1,19,0,0,1,0,0,0,0,1,1,0,0,0,2613,3,1.0,0,228.8,0.264336148985697,33034,1,1,8976.8,0,,,999
0,24,0,0,0,0,0,1,0,0,1,0,0,0,1220,2,2.0,0,749.0,0.66526376505165,24869,0,0,0.0,0,,634.0,634
1,18,0,0,0,0,0,0,0,0,1,0,0,1,816,3,0.0,0,330.40000000000003,0.5171002276781971,25354,0,1,7324.799999999999,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,0,0,427,0,1.0,0,636.0,0.4081457487812866,43236,0,1,17963.0,0,,534.0,534
1,22,0,0,1,0,0,1,0,1,0,0,1,1,423,3,3.0,0,862.0,0.1394323489988561,28691,0,0,0.0,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2643,2,2.0,0,180.8,0.1351664046550384,40951,0,0,0.0,0,,550.0,550
0,21,0,0,0,0,0,0,0,0,0,0,0,0,344,3,0.0,0,674.4000000000001,0.1885490126355274,25057,1,1,10904.6,0,,529.0,529
0,24,0,0,0,0,0,0,1,0,0,0,1,1,802,2,0.0,1,617.0,0.197088209401441,40766,0,0,0.0,0,,608.0,608
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1416,3,1.0,0,431.2000000000001,0.0761803353658225,20887,0,1,4326.0,0,,,999
0,23,0,0,0,0,0,1,0,0,1,0,0,0,489,1,0.0,0,242.0,0.6630452262348384,49369,0,0,0.0,0,,676.0,676
0,24,0,0,0,0,0,0,1,1,0,1,0,0,81,0,0.0,0,26.0,0.2355027415675053,45220,0,0,0.0,1,,519.0,519
0,21,0,0,0,0,0,0,0,1,0,0,0,0,1444,2,2.0,0,336.8,0.2959931961954474,21190,0,0,0.0,1,,621.0,621
0,24,0,0,1,0,0,0,1,1,0,1,0,1,2749,1,0.0,1,355.0,0.4988631021882991,52758,0,0,0.0,1,50.0,536.0,536
1,18,0,0,0,0,0,1,1,0,0,0,0,0,1861,1,1.0,0,562.4,0.1600987852806615,46432,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1891,3,1.0,1,766.4000000000001,0.2120794131750707,44562,0,1,2134.3,0,,605.0,605
0,25,0,0,1,0,0,0,0,1,0,1,0,0,100,2,2.0,0,37.0,0.1,42536,0,0,0.0,0,,671.0,671
0,20,0,0,0,0,0,0,0,0,0,0,0,0,230,0,1.0,0,608.0,0.1981769061637743,18591,0,1,1642.9,0,,649.0,649
0,24,0,0,0,0,0,0,0,0,1,0,0,0,521,0,1.0,1,436.0,0.0595488908877068,30138,0,0,0.0,0,,601.0,601
1,18,0,0,1,0,0,0,0,1,0,1,1,0,1131,2,0.0,0,642.4000000000001,0.0,20943,1,0,0.0,1,,,999
0,18,0,0,0,0,0,0,1,0,0,0,0,0,191,0,2.0,0,240.8,0.2408570736589794,37311,0,0,0.0,0,,544.0,544
0,25,0,0,0,0,0,1,0,0,0,0,0,0,546,3,1.0,0,909.0,0.3441710976980469,50487,0,1,5602.0,0,,652.0,652
1,23,0,0,0,0,0,1,0,0,1,0,0,0,858,0,1.0,0,803.0,0.2108385364739432,34559,0,1,5532.0,0,,,999
0,24,0,0,0,0,0,0,0,0,0,0,1,1,1557,3,2.0,0,949.0,0.2809392701652393,54833,0,0,0.0,0,,537.0,537
1,20,0,0,1,0,0,1,0,1,0,1,1,0,2145,0,0.0,0,613.6,0.3236542065751441,33489,0,0,0.0,0,,,999
1,19,0,0,0,0,0,1,0,0,1,0,0,0,101,3,1.0,0,210.4,0.1403951326727732,39164,0,1,5740.0,0,,,999
0,22,0,0,0,0,0,1,1,0,0,0,0,0,228,1,2.0,0,169.0,0.1855659600243883,19217,0,1,3502.0,0,,675.0,675
0,18,0,0,0,0,0,0,1,0,0,0,0,0,2315,3,3.0,0,757.6,0.0,31146,1,1,10619.7,0,,597.0,597
0,24,0,0,0,0,0,1,0,0,1,0,1,0,2056,3,2.0,0,608.0,0.6362866926931144,23915,0,1,11576.0,0,,611.0,611
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1847,1,1.0,0,67.0,0.1803741098448154,23183,1,1,12196.0,0,,535.0,535
1,24,0,0,0,0,0,0,0,0,0,0,0,1,2682,2,0.0,0,963.0,0.427178031725785,47757,0,0,0.0,0,,,999
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1833,2,1.0,0,800.0,0.0020969605414971,23409,1,0,0.0,0,,561.0,561
0,21,0,0,0,0,0,0,0,0,0,1,1,0,2827,1,2.0,0,529.6,0.3000625881164989,37984,0,1,13284.6,0,,658.0,658
0,21,0,0,0,0,0,0,0,0,1,0,0,0,1331,2,1.0,1,122.4,0.2052618334877002,52364,1,0,0.0,0,,615.0,615
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1536,3,0.0,0,954.0,0.1761888320221127,22133,0,0,0.0,0,,645.0,645
0,23,0,0,0,0,0,0,0,0,1,0,0,0,1943,2,2.0,0,79.0,0.2067749954756239,33799,0,1,15306.0,0,,624.0,624
1,22,0,0,0,0,0,0,0,0,0,0,0,1,314,0,2.0,0,541.0,0.344040137966805,38778,1,0,0.0,0,,,999
1,23,0,0,0,0,0,1,1,0,1,0,1,0,2805,1,2.0,0,117.0,0.1,49611,0,0,0.0,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,713,0,1.0,1,1190.0,0.2659132395325325,34044,0,0,0.0,0,,677.0,677
0,23,0,0,1,0,0,0,0,1,0,0,1,0,2239,1,2.0,0,405.0,0.4473903730231694,36493,0,1,11070.0,0,,674.0,674
1,25,0,0,0,0,0,0,0,0,1,0,0,0,2806,1,1.0,0,970.0,0.3299316583174798,45940,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,1,0,0,0,2109,0,0.0,1,1253.6,0.0,20936,0,1,12110.0,0,,,999
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2727,1,0.0,0,712.8000000000001,0.1027431632993592,41457,0,1,12909.4,0,,509.0,509
0,20,0,0,0,0,0,0,0,0,0,0,0,0,547,0,2.0,0,499.2000000000001,0.4635928984780706,51094,1,0,0.0,0,,641.0,641
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2675,2,1.0,0,842.0,0.2004113873040023,22804,0,1,20072.0,0,,647.0,647
0,21,0,0,0,0,0,0,1,0,0,0,1,0,1433,3,2.0,0,778.4000000000001,0.0,28545,0,1,13161.4,0,,649.0,649
1,24,0,0,0,0,0,0,1,0,0,0,1,0,2485,3,1.0,1,976.0,0.3773148453755901,27000,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,1,0,586,0,2.0,0,228.0,0.3916090788476134,52295,1,0,0.0,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,0,756,0,2.0,0,476.8,0.2144216609015271,42428,1,0,0.0,0,,602.0,602
1,19,0,0,0,0,0,1,1,0,1,0,0,0,2808,0,1.0,0,444.0,0.3292173724120679,33593,1,1,10630.9,0,,,999
1,19,0,0,0,0,0,0,0,0,0,1,0,0,1942,1,0.0,1,1474.4,0.0,53549,1,1,7681.099999999999,0,,,999
1,24,0,0,0,0,0,0,1,0,1,0,1,0,2945,0,1.0,0,124.0,0.1736109318718953,28619,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,1,2827,3,3.0,0,160.0,0.0,19503,1,1,14879.9,0,,,999
0,25,0,0,1,0,0,1,0,1,1,1,0,0,2750,1,0.0,0,788.0,0.2194221293767279,54019,1,0,0.0,1,,578.0,578
0,18,0,0,0,0,0,0,1,0,1,0,1,0,959,2,2.0,0,309.6,0.0384876607771667,47512,0,1,15168.3,0,,563.0,563
1,23,0,0,0,0,0,1,0,0,0,0,1,1,1130,1,2.0,0,0.0,0.38582574259307,37503,0,0,0.0,0,,,999
0,24,0,0,1,0,0,0,0,1,1,1,1,1,2175,1,1.0,1,511.0,0.5419350021443903,37547,1,0,0.0,0,,600.0,600
1,20,0,0,0,0,0,1,1,0,1,0,0,0,601,3,2.0,1,1048.0,0.3405940225402353,47980,1,0,0.0,0,,,999
0,19,0,0,0,0,0,0,0,0,0,0,0,1,971,2,1.0,0,540.8000000000001,0.2020096576096833,26080,1,1,1795.4999999999998,0,,548.0,548
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2554,1,2.0,0,443.0,0.165195123546629,35061,0,0,0.0,0,,669.0,669
0,25,0,0,0,0,0,0,0,0,0,0,1,0,2996,3,2.0,0,909.0,0.4859380001983799,31640,0,0,0.0,0,,591.0,591
1,20,0,0,0,0,0,0,1,0,1,0,1,0,1101,0,0.0,0,744.0,0.0811837039675112,19137,0,1,4666.2,0,,,999
1,18,0,0,0,0,0,0,0,0,1,0,0,0,285,0,0.0,0,337.6,0.0492944405167544,20814,0,0,0.0,0,,,999
1,18,0,0,0,0,0,1,0,0,0,0,1,0,2414,0,1.0,1,730.4000000000001,0.3108173559300871,21880,0,0,0.0,0,,,999
1,22,0,0,0,0,0,0,0,0,0,0,1,1,2665,0,1.0,0,912.0,0.098392977219867,37365,0,0,0.0,0,,,999
0,24,0,0,1,0,0,0,1,1,0,0,1,0,2198,0,2.0,1,404.0,0.2975693616667436,24069,0,1,2354.0,0,,648.0,648
0,24,0,0,0,0,0,0,0,0,1,0,0,0,1284,2,2.0,1,811.0,0.3685537515022917,42949,0,0,0.0,0,,557.0,557
0,25,0,0,0,0,0,1,0,1,0,0,0,0,261,0,0.0,0,215.0,0.5324512512859907,48086,0,0,0.0,1,,567.0,567
1,21,0,0,0,0,0,1,1,0,0,0,0,0,844,2,1.0,0,114.4,0.5060002448821092,25453,0,0,0.0,0,,,999
0,20,0,0,0,0,0,1,0,0,0,0,1,0,1886,0,0.0,1,344.8,0.0,52644,0,1,1782.1999999999998,0,,619.0,619
1,18,0,0,0,0,0,1,1,0,0,0,0,0,2825,3,0.0,0,708.0,0.3060679078702714,54600,0,1,11043.9,0,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2615,1,0.0,0,428.8,0.4716347674423634,37000,0,1,6835.5,0,,503.0,503
0,23,0,0,0,0,0,0,0,0,1,0,1,0,1723,0,0.0,0,478.0,0.304462660288441,51267,0,0,0.0,0,,604.0,604
0,18,0,0,0,0,0,0,0,0,0,0,0,0,269,3,0.0,0,121.6,0.3470264341826195,21341,0,0,0.0,0,,523.0,523
0,18,0,0,0,0,0,1,0,0,0,0,1,1,560,3,2.0,0,272.8,0.1636317424182776,34457,0,1,2888.2,0,,661.0,661
1,20,0,0,0,0,0,1,0,0,0,0,0,0,211,2,1.0,0,638.4000000000001,0.3874014924886669,28481,1,0,0.0,0,,,999
0,24,0,0,0,0,0,0,0,0,0,0,1,1,2025,3,0.0,0,225.0,0.4424447738670138,54274,0,1,8645.0,0,,532.0,532
1,20,0,0,0,0,0,0,0,0,0,0,0,1,209,3,3.0,0,204.0,0.515815671372807,33168,0,1,15049.999999999998,0,,,999
1,19,0,0,0,0,0,1,0,1,0,1,0,0,580,1,2.0,0,285.6,0.0,18796,0,0,0.0,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0.0,0,701.0,0.1,19733,0,0,0.0,0,,541.0,541
0,21,0,0,0,0,0,0,0,0,0,0,1,1,698,0,1.0,0,760.8000000000001,0.456896218480229,36156,0,0,0.0,0,,569.0,569
1,20,0,0,0,0,0,1,1,1,1,1,0,0,1693,3,1.0,0,245.6,0.4779394482321319,24818,1,1,9067.8,1,,,999
1,18,0,0,0,0,0,1,0,0,1,0,0,0,764,1,0.0,0,285.6,0.2190446429406239,19208,0,0,0.0,0,,,999
1,23,0,0,0,0,0,0,0,0,0,0,0,0,2395,3,2.0,1,1458.0,0.4358606694911131,29130,0,1,3300.0,0,,,999
0,23,0,0,0,0,0,1,1,1,1,1,0,0,970,3,1.0,0,852.0,0.2895361288509481,43020,0,0,0.0,1,,654.0,654
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1833,3,3.0,0,707.0,0.1803801789228516,30838,1,0,0.0,0,,518.0,518
0,23,0,0,0,0,0,0,1,0,0,0,0,0,84,2,1.0,0,758.0,0.101144439904544,49720,0,0,0.0,0,,605.0,605
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2206,0,2.0,1,968.8,0.2428088564313774,25087,0,0,0.0,0,,649.0,649
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1398,2,2.0,1,627.2,0.0219061399098771,25463,0,1,10153.5,0,,,999
1,22,0,0,0,0,0,1,0,0,0,0,0,0,691,1,1.0,0,414.0,0.1731404808242275,20021,0,1,5106.0,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,170,0,1.0,0,739.2,0.392266941289308,53436,1,0,0.0,0,,,999
0,23,0,0,1,0,0,0,0,1,0,0,1,0,615,3,2.0,0,277.0,0.5380723159806623,47300,0,0,0.0,0,,535.0,535
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2390,2,0.0,1,843.2,0.2515436803604376,37977,1,1,3603.6,0,,552.0,552
0,21,0,0,0,0,0,0,0,0,0,0,0,1,1819,3,2.0,0,696.8000000000001,0.3071273589103582,30182,0,1,13887.3,0,,677.0,677
0,21,0,0,0,0,0,0,1,0,0,0,0,0,957,2,1.0,0,676.0,0.3856625180123002,39487,0,0,0.0,0,,618.0,618
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1375,0,0.0,1,1006.0,0.5069320225773363,22002,0,0,0.0,0,,641.0,641
0,23,0,0,0,0,0,0,0,0,0,0,1,0,442,1,1.0,0,315.0,0.1205226578347883,31785,0,0,0.0,0,,510.0,510
0,19,0,0,0,0,0,0,0,0,0,0,0,0,472,3,1.0,0,347.20000000000005,0.0,44282,0,0,0.0,0,,553.0,553
0,21,0,0,0,0,0,1,1,0,1,0,1,0,2703,3,1.0,0,181.6,0.1236938478116883,32471,0,0,0.0,0,,533.0,533
1,20,0,0,0,0,0,1,0,0,0,0,1,0,185,1,1.0,0,158.4,0.0452612323783083,29004,1,1,13365.8,0,,,999
0,21,0,0,0,0,0,0,0,0,1,0,0,1,79,2,1.0,0,795.2,0.3520270477711709,42438,0,1,14594.999999999998,0,,601.0,601
0,23,0,0,0,0,0,1,0,0,0,0,1,1,851,2,0.0,0,821.0,0.2672140934001588,43992,0,0,0.0,0,,606.0,606
0,24,0,0,1,0,0,0,0,0,0,0,1,0,1805,0,2.0,0,291.0,0.0677417062274305,22722,0,1,6576.0,1,680.677036254015,622.0,622
0,25,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2.0,0,927.0,0.4136236858284242,23160,0,0,0.0,0,,506.0,506
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1256,3,1.0,0,650.4000000000001,0.2897388193159056,41287,0,0,0.0,0,,515.0,515
1,19,0,0,1,0,0,0,1,1,0,0,0,0,984,0,2.0,0,539.2,0.035046402745868,23375,0,0,0.0,1,,,999
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1888,2,0.0,1,679.0,0.4960816700304323,36044,0,0,0.0,0,,674.0,674
1,19,0,0,0,0,0,0,1,0,0,0,1,0,1274,3,1.0,0,487.2000000000001,0.0,54481,1,1,13186.6,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,1,0,863,3,0.0,1,526.0,0.2456300896194504,51039,1,1,6361.0,0,,553.0,553
0,22,0,0,0,0,0,1,0,0,0,0,1,0,2453,1,1.0,1,1597.0,0.2843978322435826,52832,0,0,0.0,0,,611.0,611
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2696,3,0.0,1,764.8000000000001,0.2037351977344202,39809,0,0,0.0,0,,538.0,538
1,22,0,0,1,0,0,1,0,1,0,1,1,0,2836,2,2.0,0,516.0,0.3034602329676512,47502,0,1,8014.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2467,1,2.0,0,271.2,0.3416360795903582,54160,0,0,0.0,0,,,999
1,24,0,0,0,0,0,0,0,0,0,0,0,0,2812,1,1.0,1,1544.0,0.3274831987993423,37070,0,0,0.0,0,,,999
1,23,0,0,0,0,0,0,1,0,0,0,1,0,2813,2,2.0,0,752.0,0.2624095704572889,44367,0,0,0.0,0,,,999
0,18,0,0,0,0,0,0,1,0,0,0,0,0,2501,1,2.0,0,418.4,0.3261136287581732,31297,0,0,0.0,0,,545.0,545
0,24,0,0,0,0,0,1,1,0,0,0,0,1,1776,3,2.0,0,77.0,0.6136647163847081,50536,0,0,0.0,0,,675.0,675
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2323,2,0.0,0,636.0,0.4137935447340333,36114,1,1,11516.4,0,,,999
0,21,0,0,0,0,0,1,0,0,0,0,0,0,706,3,3.0,1,228.8,0.1144063196190596,34669,0,1,4826.5,0,,526.0,526
0,22,0,0,0,0,0,1,0,0,1,0,0,1,2641,3,1.0,0,978.0,0.2729798153979519,40058,0,0,0.0,0,,596.0,596
1,19,0,0,0,0,0,0,0,0,0,0,1,0,1573,2,2.0,0,547.2,0.5390627301768904,33098,0,1,10409.0,0,,,999
1,22,0,0,0,0,0,0,0,0,1,0,0,0,1593,0,0.0,0,653.0,0.2589517042825349,44071,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,0,1,0,0,1,1,2826,0,1.0,0,565.6,0.0954544793866025,48445,1,0,0.0,0,,607.0,607
0,19,0,0,0,0,0,0,0,0,1,0,0,1,978,1,1.0,0,240.8,0.0502713554602547,24918,0,0,0.0,0,,558.0,558
1,25,0,0,0,0,0,0,1,0,0,0,1,0,2682,3,0.0,0,749.0,0.1273480157140702,20548,0,0,0.0,0,,,999
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2875,0,1.0,0,318.40000000000003,0.1993850778044627,24051,0,0,0.0,0,,625.0,625
0,25,0,0,0,0,0,0,0,0,1,0,0,0,1047,1,2.0,0,122.0,0.4424129045772403,35855,0,0,0.0,0,,577.0,577
0,22,0,0,0,0,0,1,0,0,1,0,0,0,314,3,2.0,0,889.0,0.2633983414916311,31120,0,1,5529.0,0,,616.0,616
1,24,0,0,1,0,0,0,0,1,0,0,0,0,813,2,0.0,0,758.0,0.0128295357761029,29855,0,0,0.0,1,,,999
0,24,0,0,0,0,0,0,1,0,0,0,1,0,533,1,2.0,0,523.0,0.3739345413464376,38953,0,1,6799.0,0,,501.0,501
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2647,0,2.0,0,659.2,0.3296190959798187,35290,0,1,7018.9,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2298,1,2.0,0,905.0,0.4062954071279738,39058,0,0,0.0,0,,516.0,516
0,23,0,0,0,0,0,0,1,0,0,0,0,1,2954,1,2.0,0,992.0,0.0444172222066887,44160,0,1,19014.0,0,,619.0,619
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0.0,0,40.0,0.1937181094624103,26062,1,0,0.0,0,,,999
0,25,0,0,0,0,0,1,1,0,1,0,0,0,605,2,1.0,0,225.0,0.2903359172033161,43914,0,0,0.0,0,,606.0,606
1,20,0,0,1,0,0,1,0,0,0,1,0,0,1610,2,0.0,0,732.0,0.1050330711309381,50220,0,1,1851.5,1,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1176,1,0.0,0,348.0,0.4277489976721385,32362,1,0,0.0,0,,,999
0,19,0,0,0,0,0,0,0,1,0,1,0,0,1026,0,2.0,0,65.60000000000001,0.0541024923347703,42423,0,1,2772.7,0,,611.0,611
0,25,0,0,0,0,0,0,0,0,0,0,0,0,424,3,2.0,0,774.0,0.4120940071433517,46000,0,0,0.0,0,,596.0,596
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0.0,0,754.0,0.3421463363852695,54636,0,0,0.0,0,,554.0,554
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2075,3,1.0,0,352.0,0.2617100256030236,50592,0,0,0.0,0,,,999
1,25,0,0,0,0,0,0,0,0,0,0,0,0,545,3,1.0,0,858.0,0.3724387820625082,45684,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,1,667,2,2.0,0,391.2000000000001,0.358940266183286,28680,0,1,1600.9,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0.0,1,1490.0,0.1253247594818411,36201,1,0,0.0,0,,605.0,605
0,22,0,0,1,0,0,1,0,1,0,1,0,1,1187,2,1.0,0,398.0,0.1929951999296308,44741,0,1,19620.0,1,,614.0,614
1,21,0,0,0,0,0,1,0,0,0,0,1,0,1717,3,3.0,0,142.4,0.1809901306741038,39405,0,0,0.0,0,,,999
0,23,0,0,1,0,0,0,0,1,0,1,0,0,1114,0,0.0,0,400.0,0.3294558699083665,44536,1,1,4871.0,1,,641.0,641
0,23,0,0,0,0,0,1,0,0,0,0,1,0,2454,1,1.0,1,1203.0,0.1472399799605345,42982,0,1,21864.0,0,,567.0,567
1,20,0,0,0,0,0,0,0,0,0,0,1,1,1378,0,1.0,0,280.0,0.2636554329301489,22415,1,1,7573.299999999999,0,,,999
0,20,0,0,1,0,0,0,0,1,0,1,1,0,2985,3,0.0,0,669.6,0.4563842310367667,46298,0,1,4906.299999999999,1,50.0,534.0,534
0,20,0,0,0,0,0,0,0,0,0,0,1,0,518,1,1.0,0,666.4000000000001,0.3556804207580154,38087,1,1,8653.4,0,,584.0,584
1,24,0,0,0,0,0,1,0,0,0,0,1,0,2806,2,2.0,0,585.0,0.2036427603888852,39800,0,0,0.0,0,,,999
0,24,0,0,0,0,0,1,0,0,0,0,0,0,910,1,0.0,0,864.0,0.0053293384676388,34016,1,0,0.0,0,,663.0,663
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,2.0,0,744.8000000000001,0.2636481275764789,19702,1,1,4389.7,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1125,2,1.0,0,638.4000000000001,0.1593574685966108,34988,0,1,1817.9,0,,,999
0,25,0,0,1,0,0,0,0,1,0,1,1,1,1891,2,1.0,0,550.0,0.0,38653,0,1,4437.0,0,,628.0,628
1,23,0,0,0,0,0,1,0,0,1,0,0,1,137,1,2.0,1,1515.0,0.4470088034545797,48845,0,0,0.0,0,,,999
0,25,0,0,1,0,0,0,1,1,0,0,0,0,2114,0,2.0,0,998.0,0.2475976363414034,27326,0,0,0.0,0,,625.0,625
0,20,0,0,0,0,0,1,1,0,0,0,0,0,367,1,2.0,0,123.2,0.142197820605433,23773,0,0,0.0,0,,637.0,637
0,21,0,0,0,0,0,0,1,1,0,0,0,0,2285,3,1.0,0,14.4,0.0,53800,1,0,0.0,0,,588.0,588
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2653,2,2.0,0,151.20000000000002,0.277919088944271,27005,1,0,0.0,0,,509.0,509
0,25,0,0,0,0,0,0,0,1,0,0,0,0,2394,0,2.0,0,234.0,0.2708050764715666,33008,0,0,0.0,0,,647.0,647
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1159,2,2.0,0,542.4,0.1291617146217439,32772,0,1,11207.7,0,,568.0,568
0,24,0,0,0,0,0,1,0,1,1,1,0,0,980,0,2.0,0,262.0,0.1805862830298065,21625,0,0,0.0,1,,571.0,571
1,20,0,0,0,0,0,1,0,0,0,0,0,0,1735,3,1.0,0,717.6,0.4739498444092042,28494,0,1,7683.9,0,,,999
1,18,0,0,1,0,0,0,0,0,0,0,1,0,2132,3,0.0,0,717.6,0.0,44965,0,1,15226.4,1,256.65240975020083,,999
0,24,0,0,0,0,0,1,1,1,0,1,0,1,2250,0,0.0,0,138.0,0.3298025779539982,33271,1,0,0.0,1,,654.0,654
1,25,0,0,0,0,0,0,0,0,1,0,0,0,818,2,0.0,0,540.0,0.4571443522704255,46403,0,0,0.0,0,,,999
0,24,0,0,0,0,0,0,1,0,0,0,1,0,2477,0,1.0,0,449.0,0.1180879759623451,18903,0,0,0.0,0,,658.0,658
1,19,0,0,1,0,0,0,1,1,0,0,1,0,414,2,2.0,0,92.0,0.0658190020942063,39826,0,1,14075.6,1,,,999
0,25,0,0,0,0,0,1,1,0,0,0,0,0,1912,0,1.0,0,933.0,0.0759052360713877,20671,0,0,0.0,0,,601.0,601
1,23,0,0,0,0,0,0,1,0,0,0,0,0,632,3,0.0,0,901.0,0.3140804732605047,28966,0,0,0.0,0,,,999
1,22,0,0,0,0,0,0,0,1,1,0,0,1,2347,2,0.0,0,266.0,0.2428630313146866,23057,0,0,0.0,0,,,999
0,22,0,0,1,0,0,1,0,1,0,1,0,0,1802,2,1.0,0,561.0,0.226198108749365,47396,0,0,0.0,1,,521.0,521
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2390,3,2.0,0,787.2,0.5096004240329015,36227,0,1,10864.7,0,,510.0,510
0,20,0,0,1,0,0,0,0,0,0,1,0,1,1942,3,2.0,0,715.2,0.3683973717070672,23147,0,0,0.0,0,,677.0,677
0,25,0,0,0,0,0,1,1,0,0,0,1,0,766,3,2.0,1,440.0,0.1199873029286361,37515,0,0,0.0,0,,530.0,530
1,24,0,0,0,0,0,1,0,1,0,0,0,1,452,3,0.0,0,589.0,0.394926645693389,41486,0,0,0.0,0,,,999
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2881,0,1.0,0,793.0,0.239410086256326,36676,1,0,0.0,0,,,999
1,20,0,0,0,0,0,0,1,0,0,0,0,0,769,2,2.0,0,378.4,0.3915646790315014,47753,0,1,2787.4,0,,,999
1,22,0,0,0,0,0,0,0,0,1,0,1,0,2715,2,1.0,0,948.0,0.1484236501107587,37271,0,0,0.0,0,,,999
1,25,0,0,1,0,0,0,0,1,0,1,0,0,1151,2,2.0,0,854.0,0.2919225444203466,32367,0,0,0.0,1,,,999
1,21,0,0,0,0,0,1,1,0,0,0,0,0,74,1,0.0,1,725.6,0.2630201084869075,26211,0,0,0.0,0,,,999
0,23,0,0,0,0,0,1,0,0,1,0,0,0,326,3,2.0,1,1004.0,0.0,51455,0,0,0.0,0,,604.0,604
0,20,0,0,0,0,0,0,0,0,0,0,0,0,344,2,0.0,0,430.4,0.6023086852828643,41936,0,1,3943.1,0,,645.0,645
0,23,0,0,1,0,0,1,0,1,1,0,0,0,224,1,1.0,1,794.0,0.2988210906727399,42129,1,1,18524.0,1,,589.0,589
1,21,0,0,0,0,0,0,1,0,0,0,0,0,2127,2,2.0,0,712.0,0.320667579603877,21961,1,0,0.0,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,1,2522,1,2.0,0,276.8,0.1665770404311213,52280,0,1,12402.6,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,319,3,1.0,0,181.0,0.458839942645343,48508,1,0,0.0,0,,624.0,624
0,23,0,0,0,0,0,1,0,0,1,0,1,0,190,3,0.0,0,566.0,0.1383691704006988,29093,0,1,19718.0,0,,550.0,550
